Category: Economics

Day,Geo: United States
2015-04-01,71
2015-04-02,68
2015-04-03,53
2015-04-04,35
2015-04-05,40
2015-04-06,67
2015-04-07,72
2015-04-08,71
2015-04-09,75
2015-04-10,59
2015-04-11,38
2015-04-12,47
2015-04-13,75
2015-04-14,83
2015-04-15,84
2015-04-16,80
2015-04-17,63
2015-04-18,37
2015-04-19,48
2015-04-20,78
2015-04-21,75
2015-04-22,82
2015-04-23,77
2015-04-24,62
2015-04-25,39
2015-04-26,47
2015-04-27,79
2015-04-28,81
2015-04-29,84
2015-04-30,82
2015-05-01,72
2015-05-02,39
2015-05-03,50
2015-05-04,86
2015-05-05,86
2015-05-06,77
2015-05-07,85
2015-05-08,66
2015-05-09,39
2015-05-10,44
2015-05-11,68
2015-05-12,71
2015-05-13,74
2015-05-14,76
2015-05-15,62
2015-05-16,33
2015-05-17,34
2015-05-18,57
2015-05-19,57
2015-05-20,53
2015-05-21,58
2015-05-22,49
2015-05-23,28
2015-05-24,28
2015-05-25,32
2015-05-26,48
2015-05-27,52
2015-05-28,52
2015-05-29,48
2015-05-30,30
2015-05-31,35
2015-06-01,47
2015-06-02,53
2015-06-03,46
2015-06-04,50
2015-06-05,47
2015-06-06,31
2015-06-07,32
2015-06-08,46
2015-06-09,47
2015-06-10,45
2015-06-11,42
2015-06-12,38
2015-06-13,27
2015-06-14,31
2015-06-15,41
2015-06-16,44
2015-06-17,45
2015-06-18,42
2015-06-19,37
2015-06-20,27
2015-06-21,28
2015-06-22,39
2015-06-23,38
2015-06-24,48
2015-06-25,41
2015-06-26,36
2015-06-27,28
2015-06-28,29
2015-06-29,42
2015-06-30,44
2015-07-01,43
2015-07-02,40
2015-07-03,28
2015-07-04,28
2015-07-05,30
2015-07-06,46
2015-07-07,45
2015-07-08,46
2015-07-09,43
2015-07-10,42
2015-07-11,30
2015-07-12,31
2015-07-13,45
2015-07-14,43
2015-07-15,45
2015-07-16,47
2015-07-17,39
2015-07-18,31
2015-07-19,31
2015-07-20,40
2015-07-21,42
2015-07-22,41
2015-07-23,40
2015-07-24,38
2015-07-25,28
2015-07-26,29
2015-07-27,38
2015-07-28,42
2015-07-29,40
2015-07-30,41
2015-07-31,38
2015-08-01,27
2015-08-02,28
2015-08-03,39
2015-08-04,39
2015-08-05,39
2015-08-06,39
2015-08-07,40
2015-08-08,29
2015-08-09,29
2015-08-10,42
2015-08-11,42
2015-08-12,44
2015-08-13,42
2015-08-14,39
2015-08-15,30
2015-08-16,27
2015-08-17,44
2015-08-18,44
2015-08-19,46
2015-08-20,47
2015-08-21,45
2015-08-22,30
2015-08-23,33
2015-08-24,50
2015-08-25,58
2015-08-26,55
2015-08-27,59
2015-08-28,53
2015-08-29,34
2015-08-30,41
2015-08-31,60
2015-09-01,67
2015-09-02,73
2015-09-03,71
2015-09-04,60
2015-09-05,34
2015-09-06,42
2015-09-07,45
2015-09-08,68
2015-09-09,76
2015-09-10,76
2015-09-11,67
2015-09-12,38
2015-09-13,47
2015-09-14,75
2015-09-15,90
2015-09-16,84
2015-09-17,93
2015-09-18,72
2015-09-19,38
2015-09-20,48
2015-09-21,84
2015-09-22,99
2015-09-23,88
2015-09-24,100
2015-09-25,72
2015-09-26,40
2015-09-27,49
2015-09-28,86
2015-09-29,93
2015-09-30,93
2015-10-01,80
2015-10-02,65
2015-10-03,38
2015-10-04,49
2015-10-05,80
2015-10-06,83
2015-10-07,90
2015-10-08,85
2015-10-09,63
2015-10-10,35
2015-10-11,43
2015-10-12,70
2015-10-13,81
2015-10-14,94
2015-10-15,85
2015-10-16,66
2015-10-17,41
2015-10-18,49
2015-10-19,88
2015-10-20,88
2015-10-21,86
2015-10-22,85
2015-10-23,64
2015-10-24,39
2015-10-25,47
2015-10-26,84
2015-10-27,91
2015-10-28,88
2015-10-29,87
2015-10-30,63
2015-10-31,40
2015-11-01,42
2015-11-02,82
2015-11-03,89
2015-11-04,84
2015-11-05,87
2015-11-06,62
2015-11-07,42
2015-11-08,45
2015-11-09,83
2015-11-10,82
2015-11-11,74
2015-11-12,81
2015-11-13,70
2015-11-14,38
2015-11-15,44
2015-11-16,75
2015-11-17,80
2015-11-18,81
2015-11-19,82
2015-11-20,65
2015-11-21,36
2015-11-22,39
2015-11-23,61
2015-11-24,60
2015-11-25,43
2015-11-26,30
2015-11-27,30
2015-11-28,34
2015-11-29,41
2015-11-30,59
2015-12-01,77
