Category: Books & Literature

Day,Geo: Canada
2016-06-01,83
2016-06-02,78
2016-06-03,75
2016-06-04,70
2016-06-05,79
2016-06-06,96
2016-06-07,90
2016-06-08,82
2016-06-09,88
2016-06-10,78
2016-06-11,70
2016-06-12,77
2016-06-13,93
2016-06-14,84
2016-06-15,83
2016-06-16,81
2016-06-17,73
2016-06-18,63
2016-06-19,72
2016-06-20,93
2016-06-21,83
2016-06-22,79
2016-06-23,75
2016-06-24,70
2016-06-25,62
2016-06-26,66
2016-06-27,100
2016-06-28,84
2016-06-29,74
2016-06-30,63
2016-07-01,60
2016-07-02,63
2016-07-03,69
2016-07-04,70
2016-07-05,71
2016-07-06,68
2016-07-07,68
2016-07-08,68
2016-07-09,63
2016-07-10,67
2016-07-11,66
2016-07-12,71
2016-07-13,71
2016-07-14,71
2016-07-15,71
2016-07-16,60
2016-07-17,64
2016-07-18,64
2016-07-19,65
2016-07-20,66
2016-07-21,64
2016-07-22,62
2016-07-23,59
2016-07-24,63
2016-07-25,65
2016-07-26,65
2016-07-27,69
2016-07-28,63
2016-07-29,59
2016-07-30,60
2016-07-31,70
2016-08-01,61
2016-08-02,60
2016-08-03,65
2016-08-04,62
2016-08-05,60
2016-08-06,58
2016-08-07,62
2016-08-08,57
2016-08-09,60
2016-08-10,61
2016-08-11,57
2016-08-12,57
2016-08-13,59
2016-08-14,58
2016-08-15,60
2016-08-16,61
2016-08-17,62
2016-08-18,58
2016-08-19,55
2016-08-20,51
2016-08-21,57
2016-08-22,60
2016-08-23,59
2016-08-24,61
2016-08-25,63
2016-08-26,61
2016-08-27,58
2016-08-28,60
2016-08-29,61
2016-08-30,59
2016-08-31,63
2016-09-01,60
2016-09-02,57
2016-09-03,56
2016-09-04,52
2016-09-05,57
2016-09-06,65
2016-09-07,69
2016-09-08,73
2016-09-09,69
2016-09-10,66
2016-09-11,68
2016-09-12,79
2016-09-13,76
2016-09-14,79
2016-09-15,73
2016-09-16,69
2016-09-17,66
2016-09-18,71
2016-09-19,76
2016-09-20,76
2016-09-21,79
2016-09-22,76
2016-09-23,72
2016-09-24,64
2016-09-25,69
2016-09-26,80
2016-09-27,79
2016-09-28,77
2016-09-29,80
2016-09-30,74
2016-10-01,68
2016-10-02,73
2016-10-03,80
2016-10-04,81
2016-10-05,80
2016-10-06,77
2016-10-07,70
2016-10-08,64
2016-10-09,65
2016-10-10,64
2016-10-11,81
2016-10-12,82
2016-10-13,81
2016-10-14,77
2016-10-15,67
2016-10-16,77
2016-10-17,86
2016-10-18,84
2016-10-19,79
2016-10-20,78
2016-10-21,74
2016-10-22,71
2016-10-23,76
2016-10-24,86
2016-10-25,84
2016-10-26,82
2016-10-27,85
2016-10-28,83
2016-10-29,71
2016-10-30,81
2016-10-31,88
2016-11-01,86
2016-11-02,87
2016-11-03,87
2016-11-04,83
2016-11-05,75
2016-11-06,81
2016-11-07,94
2016-11-08,82
2016-11-09,76
2016-11-10,85
2016-11-11,89
2016-11-12,80
2016-11-13,87
2016-11-14,95
2016-11-15,93
2016-11-16,91
2016-11-17,91
2016-11-18,93
2016-11-19,82
2016-11-20,90
2016-11-21,97
2016-11-22,92
2016-11-23,92
2016-11-24,99
2016-11-25,93
2016-11-26,76
2016-11-27,87
2016-11-28,97
2016-11-29,97
2016-11-30,96
2016-12-01,92
