date,general_label,traffic_rate,total_traffic
2017-04-21,Entertainment,0.1,380000.0
2017-04-22,Entertainment,0.1,310000.0
2017-04-23,Entertainment,0.5,1000000.0
2017-04-24,Entertainment,0.1,90000.0
2017-04-25,Entertainment,0.1,270000.0
2017-04-26,Entertainment,0.1,430000.0
2017-04-27,Entertainment,0.1,170000.0
2017-04-28,Entertainment,0.1,200000.0
2017-04-29,Entertainment,0.1,450000.0
2017-04-30,Entertainment,0.1,190000.0
2017-05-01,Entertainment,0.1,190000.0
2017-05-02,Entertainment,0.25,540000.0
2017-05-03,Entertainment,0.1,140000.0
2017-05-04,Entertainment,0.1,220000.0
