date,general_label,traffic_rate,total_traffic
2017-04-16,Intellectualism,0.1,2000.0
2017-04-17,Intellectualism,0.0,0.0
2017-04-18,Intellectualism,0.3,520000.0
2017-04-19,Intellectualism,0.1,2000.0
2017-04-20,Intellectualism,0.1,15000.0
2017-04-21,Intellectualism,0.1,5000.0
2017-04-22,Intellectualism,0.1,5000.0
2017-04-23,Intellectualism,0.1,2000.0
2017-04-24,Intellectualism,0.1,105000.0
2017-04-25,Intellectualism,0.1,4000.0
2017-04-26,Intellectualism,0.1,5000.0
2017-04-27,Intellectualism,0.1,5000.0
2017-04-28,Intellectualism,0.0,0.0
2017-04-29,Intellectualism,0.1,2000.0
2017-04-30,Intellectualism,0.0,0.0
2017-05-01,Intellectualism,0.1,25000.0
2017-05-02,Intellectualism,0.1,5000.0
2017-05-03,Intellectualism,0.0,0.0
2017-05-04,Intellectualism,0.3,505000.0
