Category: Economics

Day,Geo: Australia
2016-12-01,45
2016-12-02,41
2016-12-03,34
2016-12-04,43
2016-12-05,45
2016-12-06,43
2016-12-07,52
2016-12-08,47
2016-12-09,34
2016-12-10,27
2016-12-11,33
2016-12-12,40
2016-12-13,38
2016-12-14,38
2016-12-15,38
2016-12-16,30
2016-12-17,26
2016-12-18,40
2016-12-19,49
2016-12-20,35
2016-12-21,32
2016-12-22,32
2016-12-23,31
2016-12-24,21
2016-12-25,17
2016-12-26,24
2016-12-27,27
2016-12-28,29
2016-12-29,27
2016-12-30,26
2016-12-31,19
2017-01-01,26
2017-01-02,28
2017-01-03,34
2017-01-04,30
2017-01-05,35
2017-01-06,33
2017-01-07,26
2017-01-08,31
2017-01-09,46
2017-01-10,43
2017-01-11,38
2017-01-12,37
2017-01-13,37
2017-01-14,29
2017-01-15,36
2017-01-16,44
2017-01-17,40
2017-01-18,38
2017-01-19,41
2017-01-20,36
2017-01-21,32
2017-01-22,37
2017-01-23,39
2017-01-24,51
2017-01-25,37
2017-01-26,33
2017-01-27,42
2017-01-28,34
2017-01-29,44
2017-01-30,47
2017-01-31,48
2017-02-01,51
2017-02-02,62
2017-02-03,47
2017-02-04,44
2017-02-05,49
2017-02-06,60
2017-02-07,63
2017-02-08,62
2017-02-09,61
2017-02-10,45
2017-02-11,40
2017-02-12,48
2017-02-13,59
2017-02-14,56
2017-02-15,59
2017-02-16,58
2017-02-17,48
2017-02-18,41
2017-02-19,54
2017-02-20,61
2017-02-21,64
2017-02-22,59
2017-02-23,69
2017-02-24,50
2017-02-25,41
2017-02-26,66
2017-02-27,62
2017-02-28,74
2017-03-01,70
2017-03-02,72
2017-03-03,55
2017-03-04,48
2017-03-05,70
2017-03-06,87
2017-03-07,85
2017-03-08,79
2017-03-09,81
2017-03-10,58
2017-03-11,54
2017-03-12,72
2017-03-13,92
2017-03-14,85
2017-03-15,87
2017-03-16,91
2017-03-17,67
2017-03-18,56
2017-03-19,87
2017-03-20,91
2017-03-21,87
2017-03-22,87
2017-03-23,85
2017-03-24,64
2017-03-25,61
2017-03-26,80
2017-03-27,95
2017-03-28,90
2017-03-29,91
2017-03-30,81
2017-03-31,66
2017-04-01,54
2017-04-02,77
2017-04-03,85
2017-04-04,89
2017-04-05,90
2017-04-06,85
2017-04-07,63
2017-04-08,60
2017-04-09,78
2017-04-10,78
2017-04-11,74
2017-04-12,68
2017-04-13,54
2017-04-14,47
2017-04-15,41
2017-04-16,49
2017-04-17,56
2017-04-18,61
2017-04-19,67
2017-04-20,65
2017-04-21,61
2017-04-22,53
2017-04-23,74
2017-04-24,67
2017-04-25,74
2017-04-26,84
2017-04-27,98
2017-04-28,74
2017-04-29,60
2017-04-30,92
2017-05-01,100
2017-05-02,97
2017-05-03,90
2017-05-04,93
