Category: Politics

Day,Geo: Canada
2016-12-01,36
2016-12-02,35
2016-12-03,31
2016-12-04,36
2016-12-05,41
2016-12-06,42
2016-12-07,34
2016-12-08,35
2016-12-09,32
2016-12-10,31
2016-12-11,30
2016-12-12,31
2016-12-13,30
2016-12-14,29
2016-12-15,30
2016-12-16,34
2016-12-17,29
2016-12-18,28
2016-12-19,43
2016-12-20,36
2016-12-21,29
2016-12-22,27
2016-12-23,26
2016-12-24,23
2016-12-25,20
2016-12-26,21
2016-12-27,22
2016-12-28,27
2016-12-29,26
2016-12-30,26
2016-12-31,26
2017-01-01,27
2017-01-02,27
2017-01-03,30
2017-01-04,28
2017-01-05,28
2017-01-06,31
2017-01-07,28
2017-01-08,27
2017-01-09,29
2017-01-10,37
2017-01-11,39
2017-01-12,37
2017-01-13,34
2017-01-14,31
2017-01-15,33
2017-01-16,35
2017-01-17,35
2017-01-18,38
2017-01-19,46
2017-01-20,100
2017-01-21,76
2017-01-22,53
2017-01-23,44
2017-01-24,41
2017-01-25,35
2017-01-26,37
2017-01-27,33
2017-01-28,31
2017-01-29,37
2017-01-30,40
2017-01-31,38
2017-02-01,36
2017-02-02,37
2017-02-03,38
2017-02-04,33
2017-02-05,38
2017-02-06,30
2017-02-07,35
2017-02-08,35
2017-02-09,36
2017-02-10,35
2017-02-11,30
2017-02-12,33
2017-02-13,32
2017-02-14,32
2017-02-15,35
2017-02-16,34
2017-02-17,33
2017-02-18,31
2017-02-19,30
2017-02-20,28
2017-02-21,32
2017-02-22,30
2017-02-23,30
2017-02-24,33
2017-02-25,30
2017-02-26,31
2017-02-27,29
2017-02-28,30
2017-03-01,34
2017-03-02,36
2017-03-03,37
2017-03-04,28
2017-03-05,28
2017-03-06,31
2017-03-07,31
2017-03-08,33
2017-03-09,33
2017-03-10,31
2017-03-11,61
2017-03-12,32
2017-03-13,32
2017-03-14,34
2017-03-15,42
2017-03-16,37
2017-03-17,32
2017-03-18,31
2017-03-19,33
2017-03-20,34
2017-03-21,34
2017-03-22,33
2017-03-23,33
2017-03-24,33
2017-03-25,33
2017-03-26,32
2017-03-27,33
2017-03-28,34
2017-03-29,32
2017-03-30,30
2017-03-31,33
2017-04-01,27
2017-04-02,28
2017-04-03,32
2017-04-04,39
2017-04-05,35
2017-04-06,31
2017-04-07,30
2017-04-08,26
2017-04-09,29
2017-04-10,27
2017-04-11,28
2017-04-12,32
2017-04-13,28
2017-04-14,27
2017-04-15,26
2017-04-16,29
2017-04-17,34
2017-04-18,33
2017-04-19,42
2017-04-20,37
2017-04-21,38
2017-04-22,38
2017-04-23,79
2017-04-24,55
2017-04-25,35
2017-04-26,37
2017-04-27,40
2017-04-28,32
2017-04-29,30
2017-04-30,34
2017-05-01,39
2017-05-02,37
2017-05-03,37
2017-05-04,38
