Category: Arts & Entertainment

Day,Geo: Canada
2013-04-01,86
2013-04-02,79
2013-04-03,80
2013-04-04,76
2013-04-05,80
2013-04-06,94
2013-04-07,95
2013-04-08,85
2013-04-09,81
2013-04-10,79
2013-04-11,80
2013-04-12,86
2013-04-13,100
2013-04-14,92
2013-04-15,78
2013-04-16,81
2013-04-17,79
2013-04-18,77
2013-04-19,86
2013-04-20,89
2013-04-21,90
2013-04-22,76
2013-04-23,77
2013-04-24,77
2013-04-25,80
2013-04-26,81
2013-04-27,85
2013-04-28,84
2013-04-29,73
2013-04-30,77
2013-05-01,80
2013-05-02,72
2013-05-03,74
2013-05-04,79
2013-05-05,79
2013-05-06,70
2013-05-07,71
2013-05-08,71
2013-05-09,72
2013-05-10,79
2013-05-11,84
2013-05-12,87
2013-05-13,76
2013-05-14,74
2013-05-15,76
2013-05-16,71
2013-05-17,75
2013-05-18,79
2013-05-19,85
2013-05-20,74
2013-05-21,73
2013-05-22,71
2013-05-23,75
2013-05-24,77
2013-05-25,90
2013-05-26,89
2013-05-27,75
2013-05-28,75
2013-05-29,76
2013-05-30,73
2013-05-31,73
2013-06-01,84
2013-06-02,85
2013-06-03,71
2013-06-04,77
2013-06-05,71
2013-06-06,73
2013-06-07,80
2013-06-08,84
2013-06-09,83
2013-06-10,76
2013-06-11,73
2013-06-12,76
2013-06-13,73
2013-06-14,74
2013-06-15,82
2013-06-16,86
2013-06-17,77
2013-06-18,76
2013-06-19,76
2013-06-20,80
2013-06-21,78
2013-06-22,85
2013-06-23,86
2013-06-24,75
2013-06-25,73
2013-06-26,75
2013-06-27,76
2013-06-28,82
2013-06-29,81
2013-06-30,75
2013-07-01,67
2013-07-02,73
2013-07-03,76
2013-07-04,81
2013-07-05,83
2013-07-06,86
2013-07-07,89
2013-07-08,77
2013-07-09,76
2013-07-10,79
2013-07-11,79
2013-07-12,78
2013-07-13,84
2013-07-14,98
2013-07-15,80
2013-07-16,82
2013-07-17,81
2013-07-18,81
2013-07-19,82
2013-07-20,85
2013-07-21,84
2013-07-22,79
2013-07-23,79
2013-07-24,78
2013-07-25,78
2013-07-26,80
2013-07-27,93
2013-07-28,88
2013-07-29,80
2013-07-30,82
2013-07-31,79
2013-08-01,75
2013-08-02,81
2013-08-03,84
2013-08-04,84
2013-08-05,76
2013-08-06,78
2013-08-07,79
2013-08-08,82
2013-08-09,86
2013-08-10,83
2013-08-11,88
2013-08-12,78
2013-08-13,82
2013-08-14,79
2013-08-15,83
2013-08-16,85
2013-08-17,81
2013-08-18,83
2013-08-19,77
2013-08-20,78
2013-08-21,74
2013-08-22,80
2013-08-23,84
2013-08-24,85
2013-08-25,85
2013-08-26,90
2013-08-27,86
2013-08-28,78
2013-08-29,80
2013-08-30,80
2013-08-31,85
2013-09-01,84
2013-09-02,78
2013-09-03,74
2013-09-04,71
2013-09-05,72
2013-09-06,76
2013-09-07,97
2013-09-08,88
2013-09-09,79
2013-09-10,73
2013-09-11,74
2013-09-12,76
2013-09-13,82
2013-09-14,90
2013-09-15,91
2013-09-16,73
2013-09-17,72
2013-09-18,75
2013-09-19,71
2013-09-20,76
2013-09-21,87
2013-09-22,89
2013-09-23,80
2013-09-24,77
2013-09-25,74
2013-09-26,74
2013-09-27,79
2013-09-28,83
2013-09-29,86
2013-09-30,76
2013-10-01,74
2013-10-02,72
2013-10-03,75
2013-10-04,80
2013-10-05,83
2013-10-06,86
2013-10-07,73
2013-10-08,75
2013-10-09,75
2013-10-10,79
2013-10-11,80
2013-10-12,79
2013-10-13,82
2013-10-14,77
2013-10-15,81
2013-10-16,76
2013-10-17,75
2013-10-18,78
2013-10-19,91
2013-10-20,92
2013-10-21,76
2013-10-22,74
2013-10-23,76
2013-10-24,76
2013-10-25,79
2013-10-26,95
2013-10-27,95
2013-10-28,77
2013-10-29,76
2013-10-30,74
2013-10-31,77
2013-11-01,81
2013-11-02,90
2013-11-03,88
2013-11-04,74
2013-11-05,78
2013-11-06,78
2013-11-07,80
2013-11-08,81
2013-11-09,91
2013-11-10,89
2013-11-11,80
2013-11-12,78
2013-11-13,76
2013-11-14,79
2013-11-15,81
2013-11-16,90
2013-11-17,89
2013-11-18,77
2013-11-19,76
2013-11-20,80
2013-11-21,76
2013-11-22,86
2013-11-23,91
2013-11-24,83
2013-11-25,80
2013-11-26,78
2013-11-27,78
2013-11-28,77
2013-11-29,79
2013-11-30,89
2013-12-01,88
