date,general_label,traffic_rate,total_traffic
2017-04-16,Lifestyle,0.1,50000.0
2017-04-17,Lifestyle,0.1,50000.0
2017-04-18,Lifestyle,0.1,200000.0
2017-04-19,Lifestyle,0.1,400000.0
2017-04-20,Lifestyle,0.1,100000.0
2017-04-21,Lifestyle,0.1,200000.0
2017-04-22,Lifestyle,0.25,1250000.0
2017-04-23,Lifestyle,0.1,50000.0
2017-04-24,Lifestyle,0.0,0.0
2017-04-25,Lifestyle,0.0,0.0
2017-04-26,Lifestyle,0.1,600000.0
2017-04-27,Lifestyle,0.1,50000.0
2017-04-28,Lifestyle,0.1,200000.0
2017-04-29,Lifestyle,0.0,0.0
2017-04-30,Lifestyle,0.1,50000.0
2017-05-01,Lifestyle,0.0,0.0
2017-05-02,Lifestyle,0.1,200000.0
2017-05-03,Lifestyle,0.1,1200000.0
2017-05-04,Lifestyle,0.1,200000.0
