date,general_label,traffic_rate,total_traffic
2017-04-18,Entertainment,0.1,1590000.0
2017-04-19,Entertainment,0.1,1380000.0
2017-04-20,Entertainment,0.175,6750000.0
2017-04-21,Entertainment,0.1,1200000.0
2017-04-22,Entertainment,0.1,1500000.0
2017-04-23,Entertainment,0.1,2000000.0
2017-04-24,Entertainment,0.1,1270000.0
2017-04-25,Entertainment,0.1,1050000.0
2017-04-26,Entertainment,0.1,1700000.0
2017-04-27,Entertainment,0.1,1920000.0
2017-04-28,Entertainment,0.1,1350000.0
2017-04-29,Entertainment,0.1,1850000.0
2017-04-30,Entertainment,0.1,1150000.0
2017-05-01,Entertainment,0.1,940000.0
2017-05-02,Entertainment,0.1,1600000.0
2017-05-03,Entertainment,0.1,1850000.0
2017-05-04,Entertainment,0.1,1300000.0
