Category: Arts & Entertainment

Day,Geo: United States
2013-04-01,80
2013-04-02,80
2013-04-03,76
2013-04-04,78
2013-04-05,83
2013-04-06,89
2013-04-07,85
2013-04-08,79
2013-04-09,77
2013-04-10,75
2013-04-11,77
2013-04-12,81
2013-04-13,89
2013-04-14,92
2013-04-15,75
2013-04-16,76
2013-04-17,78
2013-04-18,78
2013-04-19,78
2013-04-20,84
2013-04-21,87
2013-04-22,72
2013-04-23,77
2013-04-24,80
2013-04-25,78
2013-04-26,80
2013-04-27,85
2013-04-28,85
2013-04-29,78
2013-04-30,75
2013-05-01,82
2013-05-02,78
2013-05-03,85
2013-05-04,86
2013-05-05,87
2013-05-06,76
2013-05-07,77
2013-05-08,79
2013-05-09,80
2013-05-10,83
2013-05-11,85
2013-05-12,84
2013-05-13,73
2013-05-14,76
2013-05-15,73
2013-05-16,75
2013-05-17,81
2013-05-18,85
2013-05-19,86
2013-05-20,79
2013-05-21,73
2013-05-22,76
2013-05-23,74
2013-05-24,77
2013-05-25,86
2013-05-26,81
2013-05-27,75
2013-05-28,75
2013-05-29,75
2013-05-30,75
2013-05-31,78
2013-06-01,82
2013-06-02,85
2013-06-03,73
2013-06-04,74
2013-06-05,75
2013-06-06,78
2013-06-07,82
2013-06-08,85
2013-06-09,81
2013-06-10,76
2013-06-11,74
2013-06-12,74
2013-06-13,72
2013-06-14,79
2013-06-15,85
2013-06-16,84
2013-06-17,76
2013-06-18,79
2013-06-19,78
2013-06-20,81
2013-06-21,79
2013-06-22,85
2013-06-23,84
2013-06-24,77
2013-06-25,74
2013-06-26,73
2013-06-27,76
2013-06-28,78
2013-06-29,85
2013-06-30,84
2013-07-01,84
2013-07-02,78
2013-07-03,78
2013-07-04,77
2013-07-05,78
2013-07-06,90
2013-07-07,89
2013-07-08,81
2013-07-09,80
2013-07-10,79
2013-07-11,81
2013-07-12,83
2013-07-13,93
2013-07-14,100
2013-07-15,83
2013-07-16,83
2013-07-17,79
2013-07-18,81
2013-07-19,87
2013-07-20,93
2013-07-21,94
2013-07-22,86
2013-07-23,80
2013-07-24,82
2013-07-25,82
2013-07-26,84
2013-07-27,94
2013-07-28,90
2013-07-29,78
2013-07-30,78
2013-07-31,78
2013-08-01,83
2013-08-02,85
2013-08-03,90
2013-08-04,95
2013-08-05,79
2013-08-06,80
2013-08-07,82
2013-08-08,83
2013-08-09,86
2013-08-10,89
2013-08-11,89
2013-08-12,79
2013-08-13,83
2013-08-14,78
2013-08-15,76
2013-08-16,80
2013-08-17,90
2013-08-18,85
2013-08-19,76
2013-08-20,77
2013-08-21,77
2013-08-22,77
2013-08-23,81
2013-08-24,84
2013-08-25,85
2013-08-26,96
2013-08-27,84
2013-08-28,80
2013-08-29,76
2013-08-30,77
2013-08-31,82
2013-09-01,83
2013-09-02,80
2013-09-03,75
2013-09-04,73
2013-09-05,72
2013-09-06,76
2013-09-07,84
2013-09-08,78
2013-09-09,73
2013-09-10,71
2013-09-11,75
2013-09-12,75
2013-09-13,79
2013-09-14,85
2013-09-15,80
2013-09-16,74
2013-09-17,72
2013-09-18,71
2013-09-19,73
2013-09-20,77
2013-09-21,81
2013-09-22,77
2013-09-23,77
2013-09-24,73
2013-09-25,71
2013-09-26,73
2013-09-27,77
2013-09-28,82
2013-09-29,80
2013-09-30,74
2013-10-01,72
2013-10-02,70
2013-10-03,71
2013-10-04,76
2013-10-05,80
2013-10-06,77
2013-10-07,72
2013-10-08,74
2013-10-09,72
2013-10-10,75
2013-10-11,79
2013-10-12,80
2013-10-13,78
2013-10-14,75
2013-10-15,71
2013-10-16,75
2013-10-17,75
2013-10-18,76
2013-10-19,84
2013-10-20,77
2013-10-21,70
2013-10-22,73
2013-10-23,73
2013-10-24,73
2013-10-25,74
2013-10-26,83
2013-10-27,83
2013-10-28,74
2013-10-29,73
2013-10-30,78
2013-10-31,78
2013-11-01,81
2013-11-02,89
2013-11-03,83
2013-11-04,69
2013-11-05,77
2013-11-06,71
2013-11-07,76
2013-11-08,76
2013-11-09,79
2013-11-10,81
2013-11-11,73
2013-11-12,73
2013-11-13,72
2013-11-14,72
2013-11-15,77
2013-11-16,80
2013-11-17,82
2013-11-18,73
2013-11-19,76
2013-11-20,75
2013-11-21,72
2013-11-22,80
2013-11-23,83
2013-11-24,80
2013-11-25,74
2013-11-26,75
2013-11-27,77
2013-11-28,70
2013-11-29,72
2013-11-30,83
2013-12-01,79
