Category: Food & Drink

Day,Geo: Australia
2013-12-01,56
2013-12-02,50
2013-12-03,53
2013-12-04,52
2013-12-05,54
2013-12-06,55
2013-12-07,60
2013-12-08,58
2013-12-09,57
2013-12-10,55
2013-12-11,52
2013-12-12,53
2013-12-13,56
2013-12-14,62
2013-12-15,63
2013-12-16,57
2013-12-17,58
2013-12-18,57
2013-12-19,59
2013-12-20,59
2013-12-21,75
2013-12-22,82
2013-12-23,84
2013-12-24,100
2013-12-25,57
2013-12-26,51
2013-12-27,53
2013-12-28,59
2013-12-29,63
2013-12-30,59
2013-12-31,62
2014-01-01,69
2014-01-02,55
2014-01-03,55
2014-01-04,60
2014-01-05,62
2014-01-06,54
2014-01-07,54
2014-01-08,56
2014-01-09,51
2014-01-10,54
2014-01-11,62
2014-01-12,64
2014-01-13,52
2014-01-14,54
2014-01-15,51
2014-01-16,50
2014-01-17,55
2014-01-18,59
2014-01-19,60
2014-01-20,52
2014-01-21,51
2014-01-22,50
2014-01-23,51
2014-01-24,55
2014-01-25,65
2014-01-26,55
2014-01-27,52
2014-01-28,51
2014-01-29,50
2014-01-30,51
2014-01-31,57
2014-02-01,64
2014-02-02,60
2014-02-03,52
2014-02-04,53
2014-02-05,51
2014-02-06,60
2014-02-07,48
2014-02-08,63
2014-02-09,61
2014-02-10,54
2014-02-11,52
2014-02-12,54
2014-02-13,55
2014-02-14,60
2014-02-15,68
2014-02-16,65
2014-02-17,54
2014-02-18,54
2014-02-19,52
2014-02-20,52
2014-02-21,54
2014-02-22,63
2014-02-23,62
2014-02-24,55
2014-02-25,52
2014-02-26,49
2014-02-27,52
2014-02-28,55
2014-03-01,62
2014-03-02,63
2014-03-03,57
2014-03-04,57
2014-03-05,53
2014-03-06,51
2014-03-07,58
2014-03-08,64
2014-03-09,65
2014-03-10,54
2014-03-11,56
2014-03-12,52
2014-03-13,51
2014-03-14,56
2014-03-15,66
2014-03-16,64
2014-03-17,51
2014-03-18,52
2014-03-19,52
2014-03-20,52
2014-03-21,57
2014-03-22,66
2014-03-23,63
2014-03-24,52
2014-03-25,54
2014-03-26,54
2014-03-27,56
2014-03-28,56
2014-03-29,63
2014-03-30,66
2014-03-31,55
2014-04-01,54
2014-04-02,53
2014-04-03,54
2014-04-04,54
2014-04-05,63
2014-04-06,66
2014-04-07,53
2014-04-08,57
2014-04-09,56
2014-04-10,57
2014-04-11,58
2014-04-12,69
2014-04-13,68
2014-04-14,57
2014-04-15,57
2014-04-16,56
2014-04-17,60
2014-04-18,73
2014-04-19,71
2014-04-20,62
2014-04-21,58
2014-04-22,54
2014-04-23,57
2014-04-24,55
2014-04-25,59
2014-04-26,69
2014-04-27,65
2014-04-28,54
2014-04-29,59
2014-04-30,56
2014-05-01,58
2014-05-02,62
2014-05-03,73
2014-05-04,67
2014-05-05,56
2014-05-06,56
2014-05-07,55
2014-05-08,59
2014-05-09,62
2014-05-10,78
2014-05-11,73
2014-05-12,56
2014-05-13,54
2014-05-14,55
2014-05-15,55
2014-05-16,59
2014-05-17,74
2014-05-18,73
2014-05-19,58
2014-05-20,59
2014-05-21,56
2014-05-22,54
2014-05-23,58
2014-05-24,69
2014-05-25,69
2014-05-26,57
2014-05-27,60
2014-05-28,53
2014-05-29,55
2014-05-30,56
2014-05-31,69
2014-06-01,71
2014-06-02,56
2014-06-03,56
2014-06-04,55
2014-06-05,56
2014-06-06,59
2014-06-07,70
2014-06-08,70
2014-06-09,59
2014-06-10,52
2014-06-11,56
2014-06-12,56
2014-06-13,59
2014-06-14,74
2014-06-15,70
2014-06-16,53
2014-06-17,57
2014-06-18,56
2014-06-19,58
2014-06-20,61
2014-06-21,72
2014-06-22,70
2014-06-23,60
2014-06-24,58
2014-06-25,57
2014-06-26,55
2014-06-27,59
2014-06-28,71
2014-06-29,75
2014-06-30,58
2014-07-01,56
2014-07-02,55
2014-07-03,56
2014-07-04,63
2014-07-05,71
2014-07-06,73
2014-07-07,56
2014-07-08,56
2014-07-09,57
2014-07-10,58
2014-07-11,60
2014-07-12,71
2014-07-13,69
2014-07-14,56
2014-07-15,59
2014-07-16,56
2014-07-17,58
2014-07-18,59
2014-07-19,74
2014-07-20,73
2014-07-21,60
2014-07-22,56
2014-07-23,54
2014-07-24,60
2014-07-25,63
2014-07-26,74
2014-07-27,70
2014-07-28,61
2014-07-29,58
2014-07-30,56
2014-07-31,57
2014-08-01,64
