2010-01-01,92
2010-01-02,92
2010-01-03,88
2010-01-04,76
2010-01-05,74
2010-01-06,79
2010-01-07,81
2010-01-08,82
2010-01-09,89
2010-01-10,84
2010-01-11,78
2010-01-12,77
2010-01-13,77
2010-01-14,82
2010-01-15,85
2010-01-16,90
2010-01-17,83
2010-01-18,82
2010-01-19,76
2010-01-20,80
2010-01-21,78
2010-01-22,84
2010-01-23,91
2010-01-24,86
2010-01-25,79
2010-01-26,80
2010-01-27,78
2010-01-28,78
2010-01-29,85
2010-01-30,91
2010-01-31,87
2010-02-01,90
2010-02-02,86
2010-02-03,84
2010-02-04,84
2010-02-05,88
2010-02-06,94
2010-02-07,85
2010-02-08,77
2010-02-09,82
2010-02-10,82
2010-02-11,81
2010-02-12,86
2010-02-13,91
2010-02-14,82
2010-02-15,78
2010-02-16,83
2010-02-17,81
2010-02-18,78
2010-02-19,81
2010-02-20,86
2010-02-21,83
2010-02-22,75
2010-02-23,78
2010-02-24,78
2010-02-25,79
2010-02-26,85
2010-02-27,84
2010-02-28,81
2010-03-01,78
2010-03-02,79
2010-03-03,79
2010-03-04,78
2010-03-05,86
2010-03-06,84
2010-03-07,82
2010-03-08,87
2010-03-09,79
2010-03-10,76
2010-03-11,81
2010-03-12,85
2010-03-13,85
2010-03-14,86
2010-03-15,73
2010-03-16,75
2010-03-17,77
2010-03-18,79
2010-03-19,79
2010-03-20,76
2010-03-21,79
2010-03-22,74
2010-03-23,77
2010-03-24,78
2010-03-25,81
2010-03-26,85
2010-03-27,82
2010-03-28,81
2010-03-29,80
2010-03-30,79
2010-03-31,82
2010-04-01,84
2010-04-02,88
2010-04-03,89
2010-04-04,84
2010-04-05,85
2010-04-06,76
2010-04-07,80
2010-04-08,81
2010-04-09,87
2010-04-10,88
2010-04-11,80
2010-04-12,76
2010-04-13,77
2010-04-14,79
2010-04-15,80
2010-04-16,82
2010-04-17,87
2010-04-18,86
2010-04-19,78
2010-04-20,77
2010-04-21,82
2010-04-22,81
2010-04-23,84
2010-04-24,88
2010-04-25,88
2010-04-26,78
2010-04-27,79
2010-04-28,80
2010-04-29,82
2010-04-30,84
2010-05-01,87
2010-05-02,81
2010-05-03,77
2010-05-04,75
2010-05-05,80
2010-05-06,78
2010-05-07,83
2010-05-08,89
2010-05-09,80
2010-05-10,73
2010-05-11,78
2010-05-12,83
2010-05-13,85
2010-05-14,80
2010-05-15,84
2010-05-16,86
2010-05-17,75
2010-05-18,79
2010-05-19,85
2010-05-20,80
2010-05-21,84
2010-05-22,85
2010-05-23,90
2010-05-24,87
2010-05-25,73
2010-05-26,78
2010-05-27,80
2010-05-28,80
2010-05-29,83
2010-05-30,73
2010-05-31,62
2010-06-01,72
2010-06-02,78
2010-06-03,79
2010-06-04,81
2010-06-05,85
2010-06-06,83
2010-06-07,71
2010-06-08,76
2010-06-09,74
2010-06-10,76
2010-06-11,77
2010-06-12,84
2010-06-13,82
2010-06-14,73
2010-06-15,76
2010-06-16,76
2010-06-17,78
2010-06-18,75
2010-06-19,78
2010-06-20,77
2010-06-21,79
2010-06-22,77
2010-06-23,75
2010-06-24,76
2010-06-25,75
2010-06-26,79
2010-06-27,82
2010-06-28,75
2010-06-29,77
2010-06-30,76
2010-07-01,81
2010-07-02,85
2010-07-03,91
2010-07-04,91
2010-07-05,73
2010-07-06,82
2010-07-07,80
2010-07-08,84
2010-07-09,87
2010-07-10,100
2010-07-11,92
2010-07-12,78
2010-07-13,86
2010-07-14,84
2010-07-15,84
2010-07-16,89
2010-07-17,92
2010-07-18,92
2010-07-19,82
2010-07-20,83
2010-07-21,83
2010-07-22,80
2010-07-23,87
2010-07-24,97
2010-07-25,87
2010-07-26,81
2010-07-27,82
2010-07-28,86
2010-07-29,85
2010-07-30,92
2010-07-31,92
2010-08-01,92
