Category: Politics

Day,Geo: Australia
2015-12-01,13
2015-12-02,13
2015-12-03,13
2015-12-04,12
2015-12-05,13
2015-12-06,13
2015-12-07,14
2015-12-08,14
2015-12-09,13
2015-12-10,13
2015-12-11,12
2015-12-12,11
2015-12-13,12
2015-12-14,13
2015-12-15,12
2015-12-16,14
2015-12-17,12
2015-12-18,11
2015-12-19,11
2015-12-20,13
2015-12-21,12
2015-12-22,11
2015-12-23,11
2015-12-24,9
2015-12-25,9
2015-12-26,10
2015-12-27,10
2015-12-28,9
2015-12-29,10
2015-12-30,10
2015-12-31,9
2016-01-01,12
2016-01-02,11
2016-01-03,11
2016-01-04,12
2016-01-05,11
2016-01-06,12
2016-01-07,12
2016-01-08,12
2016-01-09,11
2016-01-10,12
2016-01-11,11
2016-01-12,12
2016-01-13,13
2016-01-14,13
2016-01-15,14
2016-01-16,13
2016-01-17,12
2016-01-18,14
2016-01-19,13
2016-01-20,14
2016-01-21,13
2016-01-22,12
2016-01-23,12
2016-01-24,12
2016-01-25,12
2016-01-26,11
2016-01-27,13
2016-01-28,14
2016-01-29,14
2016-01-30,12
2016-01-31,14
2016-02-01,19
2016-02-02,32
2016-02-03,18
2016-02-04,17
2016-02-05,18
2016-02-06,15
2016-02-07,17
2016-02-08,16
2016-02-09,20
2016-02-10,26
2016-02-11,18
2016-02-12,15
2016-02-13,14
2016-02-14,17
2016-02-15,16
2016-02-16,17
2016-02-17,17
2016-02-18,16
2016-02-19,17
2016-02-20,17
2016-02-21,25
2016-02-22,20
2016-02-23,18
2016-02-24,22
2016-02-25,18
2016-02-26,20
2016-02-27,18
2016-02-28,22
2016-02-29,19
2016-03-01,26
2016-03-02,38
2016-03-03,24
2016-03-04,21
2016-03-05,19
2016-03-06,29
2016-03-07,24
2016-03-08,23
2016-03-09,29
2016-03-10,23
2016-03-11,21
2016-03-12,19
2016-03-13,23
2016-03-14,25
2016-03-15,28
2016-03-16,37
2016-03-17,27
2016-03-18,37
2016-03-19,100
2016-03-20,58
2016-03-21,35
2016-03-22,26
2016-03-23,29
2016-03-24,18
2016-03-25,15
2016-03-26,16
2016-03-27,22
2016-03-28,17
2016-03-29,19
2016-03-30,19
2016-03-31,18
2016-04-01,15
2016-04-02,15
2016-04-03,18
2016-04-04,18
2016-04-05,20
2016-04-06,24
2016-04-07,17
2016-04-08,16
2016-04-09,16
2016-04-10,18
2016-04-11,17
2016-04-12,17
2016-04-13,17
2016-04-14,16
2016-04-15,17
2016-04-16,15
2016-04-17,17
2016-04-18,21
2016-04-19,23
2016-04-20,28
2016-04-21,18
2016-04-22,15
2016-04-23,14
2016-04-24,16
2016-04-25,16
2016-04-26,20
2016-04-27,26
2016-04-28,19
2016-04-29,17
2016-04-30,16
2016-05-01,19
2016-05-02,21
2016-05-03,22
2016-05-04,32
2016-05-05,25
2016-05-06,22
2016-05-07,21
2016-05-08,30
2016-05-09,36
2016-05-10,30
2016-05-11,29
2016-05-12,26
2016-05-13,23
2016-05-14,19
2016-05-15,22
2016-05-16,27
2016-05-17,27
2016-05-18,28
2016-05-19,30
2016-05-20,24
2016-05-21,20
2016-05-22,29
2016-05-23,38
2016-05-24,26
2016-05-25,23
2016-05-26,22
2016-05-27,22
2016-05-28,18
2016-05-29,26
2016-05-30,24
2016-05-31,24
2016-06-01,24
