Category: Economics

Day,Geo: Canada
2016-12-01,83
2016-12-02,83
2016-12-03,59
2016-12-04,71
2016-12-05,85
2016-12-06,91
2016-12-07,100
2016-12-08,94
2016-12-09,84
2016-12-10,71
2016-12-11,76
2016-12-12,90
2016-12-13,97
2016-12-14,83
2016-12-15,88
2016-12-16,77
2016-12-17,50
2016-12-18,51
2016-12-19,66
2016-12-20,62
2016-12-21,55
2016-12-22,48
2016-12-23,35
2016-12-24,30
2016-12-25,23
2016-12-26,28
2016-12-27,28
2016-12-28,33
2016-12-29,36
2016-12-30,36
2016-12-31,31
2017-01-01,28
2017-01-02,33
2017-01-03,46
2017-01-04,48
2017-01-05,56
2017-01-06,48
2017-01-07,37
2017-01-08,42
2017-01-09,62
2017-01-10,68
2017-01-11,70
2017-01-12,74
2017-01-13,63
2017-01-14,44
2017-01-15,54
2017-01-16,77
2017-01-17,81
2017-01-18,79
2017-01-19,73
2017-01-20,75
2017-01-21,53
2017-01-22,64
2017-01-23,83
2017-01-24,88
2017-01-25,79
2017-01-26,87
2017-01-27,79
2017-01-28,63
2017-01-29,63
2017-01-30,77
2017-01-31,81
2017-02-01,77
2017-02-02,78
2017-02-03,73
2017-02-04,57
2017-02-05,56
2017-02-06,79
2017-02-07,77
2017-02-08,87
2017-02-09,88
2017-02-10,80
2017-02-11,54
2017-02-12,60
2017-02-13,79
2017-02-14,80
2017-02-15,84
2017-02-16,86
2017-02-17,68
2017-02-18,47
2017-02-19,45
2017-02-20,49
2017-02-21,71
2017-02-22,70
2017-02-23,70
2017-02-24,63
2017-02-25,51
2017-02-26,61
2017-02-27,81
2017-02-28,95
2017-03-01,80
2017-03-02,84
2017-03-03,78
2017-03-04,54
2017-03-05,60
2017-03-06,82
2017-03-07,81
2017-03-08,79
2017-03-09,79
2017-03-10,73
2017-03-11,58
2017-03-12,57
2017-03-13,76
2017-03-14,76
2017-03-15,79
2017-03-16,72
2017-03-17,68
2017-03-18,47
2017-03-19,57
2017-03-20,81
2017-03-21,77
2017-03-22,75
2017-03-23,81
2017-03-24,68
2017-03-25,57
2017-03-26,53
2017-03-27,76
2017-03-28,77
2017-03-29,74
2017-03-30,73
2017-03-31,71
2017-04-01,53
2017-04-02,61
2017-04-03,74
2017-04-04,86
2017-04-05,83
2017-04-06,83
2017-04-07,82
2017-04-08,69
2017-04-09,71
2017-04-10,84
2017-04-11,85
2017-04-12,86
2017-04-13,75
2017-04-14,54
2017-04-15,56
2017-04-16,60
2017-04-17,72
2017-04-18,78
2017-04-19,85
2017-04-20,85
2017-04-21,78
2017-04-22,60
2017-04-23,63
2017-04-24,75
2017-04-25,74
2017-04-26,76
2017-04-27,67
2017-04-28,58
2017-04-29,41
2017-04-30,39
2017-05-01,60
2017-05-02,59
2017-05-03,56
2017-05-04,53
